qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
Q12028_ALL	P27801_C	138	0.236	0.248	51.64	13.04	1.89	AP1G	VPS18	DSSP
Q12028_ALL	P12868_C	138	0.218	0.225	30.27	7.25	2.20	AP1G	VPS11	DSSP
Q12028_ALL	Q03308_C	125	0.212	0.251	14.10	7.20	2.19	AP1G	VPS16	KAKSI
Q12028_ALL	P39702_C	192	0.271	0.314	30.83	9.90	2.22	AP1G	VPS8	DSSP
Q12028_ALL	P23643_C	148	0.258	0.318	17.67	8.78	2.33	AP1G	VPS3	KAKSI
Q12028_ALL	P22137_C	199	0.208	0.292	26.17	12.06	2.29	AP1G	CHC	KAKSI
Q12028_ALL	P36000_ALL	278	0.476	0.500	73.63	11.51	1.96	AP1G	AP1B	DSSP
Q12028_ALL	Q12028_ALL	681	1.000	1.000	270.00	100.00	0.00	AP1G	AP1G	KAKSI
Q06142_ALL	A0A142YCA6_C	113	0.197	0.380	14.38	8.85	2.54	IMPB	A0A142YCA6	KAKSI
Q06142_ALL	F5YE54_C	74	0.143	0.396	11.81	16.22	1.80	IMPB	F5YE54	KAKSI
Q06142_ALL	A0A225E1Q9_C	270	0.319	0.320	53.42	16.30	1.87	IMPB	A0A225E1Q9	KAKSI
Q06142_ALL	L0DKB6_C	213	0.280	0.316	48.65	16.43	2.17	IMPB	L0DKB6	KAKSI
Q06142_ALL	Q10XQ9_C	70	0.126	0.263	12.84	7.14	2.13	IMPB	Q10XQ9	DSSP
Q06142_ALL	A0A432MM10_N	74	0.138	0.333	14.29	8.11	2.44	IMPB	A0A432MM10-N	KAKSI
Q06142_ALL	A0A432MM10_M	78	0.135	0.250	10.44	12.82	2.01	IMPB	A0A432MM10-M	DSSP
Q06142_ALL	P38968_C	87	0.146	0.246	9.90	5.75	1.56	IMPB	SEC31	DSSP
Q06142_ALL	P48415_C	48	0.077	0.122	7.23	6.25	2.17	IMPB	SEC16	KAKSI
Q06142_ALL	P38164_C	79	0.108	0.130	10.13	3.80	2.42	IMPB	SEA4	KAKSI
Q06142_ALL	P53622_C	133	0.190	0.237	18.89	7.52	2.12	IMPB	COPA	DSSP
Q06142_ALL	P41811_C	88	0.169	0.442	15.78	14.77	1.83	IMPB	COPBP	DSSP
Q06142_ALL	P40509_ALL	115	0.202	0.397	19.97	7.83	2.12	IMPB	COPE	KAKSI
Q06142_ALL	P41810_ALL	314	0.352	0.369	74.04	7.96	2.09	IMPB	COPB	KAKSI
Q06142_ALL	P32074_ALL	313	0.357	0.372	49.85	10.86	1.84	IMPB	COPY	DSSP
Q06142_ALL	P34077_C	69	0.095	0.113	14.60	4.35	1.98	IMPB	NIC96	DSSP
Q06142_ALL	P46673_ALL	114	0.148	0.164	15.88	7.02	2.15	IMPB	NUP85	KAKSI
Q06142_ALL	P35729_C	88	0.127	0.163	11.31	9.09	2.00	IMPB	NUP120	KAKSI
Q06142_ALL	P49687_C	90	0.130	0.164	12.51	10.00	2.20	IMPB	NUP145	DSSP
Q06142_ALL	P38181_C	127	0.154	0.159	12.93	7.87	2.12	IMPB	NUP170	KAKSI
Q06142_ALL	P36161_C	105	0.139	0.159	18.41	10.48	2.09	IMPB	NUP133	KAKSI
Q06142_ALL	P47054_ALL	341	0.273	0.401	52.91	10.85	2.20	IMPB	NUP192	KAKSI
Q06142_ALL	P52593_C	331	0.272	0.389	57.76	9.06	2.14	IMPB	NUP188	KAKSI
Q06142_ALL	Q9UG01_C	133	0.135	0.156	23.44	6.02	2.28	IMPB	IFT172	KAKSI
Q06142_ALL	Q9P2H3_C	76	0.147	0.409	10.07	9.21	1.91	IMPB	IFT180	KAKSI
Q06142_ALL	Q96RY7_C	153	0.206	0.236	24.34	7.84	2.05	IMPB	IFT140	DSSP
Q06142_ALL	Q9HBG6_C	104	0.144	0.173	17.42	6.73	2.10	IMPB	IFT122	DSSP
Q06142_ALL	Q8NEZ3_C	158	0.209	0.235	32.11	5.70	2.14	IMPB	WDR19	DSSP
Q06142_ALL	Q9P2L0_C	107	0.158	0.212	22.23	3.74	2.37	IMPB	WDR35	KAKSI
Q06142_ALL	P38959_C	82	0.131	0.200	22.80	8.54	2.26	IMPB	VPS41	DSSP
Q06142_ALL	Q07468_C	139	0.188	0.221	13.58	9.35	2.29	IMPB	VPS39	KAKSI
Q06142_ALL	P27801_C	181	0.259	0.325	38.22	8.84	1.94	IMPB	VPS18	DSSP
Q06142_ALL	P12868_C	116	0.155	0.177	34.81	10.34	2.23	IMPB	VPS11	DSSP
Q06142_ALL	Q03308_C	109	0.161	0.218	11.47	7.34	2.13	IMPB	VPS16	KAKSI
Q06142_ALL	P39702_C	172	0.209	0.213	40.34	12.79	2.03	IMPB	VPS8	DSSP
Q06142_ALL	P23643_C	116	0.177	0.248	8.64	8.62	2.05	IMPB	VPS3	DSSP
Q06142_ALL	P22137_C	172	0.163	0.205	34.60	5.81	2.08	IMPB	CHC	DSSP
Q06142_ALL	P36000_ALL	303	0.434	0.545	77.13	11.55	1.92	IMPB	AP1B	DSSP
Q06142_ALL	Q12028_ALL	291	0.401	0.475	73.39	9.97	1.99	IMPB	AP1G	DSSP
Q06142_ALL	Q06142_ALL	851	1.000	1.000	396.00	100.00	0.00	IMPB	IMPB	KAKSI
Q02821_ALL	A0A142YCA6_C	84	0.213	0.283	20.23	8.33	2.64	IMPA	A0A142YCA6	KAKSI
Q02821_ALL	F5YE54_C	108	0.318	0.578	18.06	13.89	2.02	IMPA	F5YE54	KAKSI
Q02821_ALL	A0A225E1Q9_C	169	0.256	0.346	54.39	20.71	1.71	IMPA	A0A225E1Q9	DSSP
Q02821_ALL	L0DKB6_C	107	0.186	0.219	19.01	6.54	2.25	IMPA	L0DKB6	DSSP
Q02821_ALL	Q10XQ9_C	62	0.164	0.233	5.68	8.06	2.10	IMPA	Q10XQ9	DSSP
Q02821_ALL	A0A432MM10_N	62	0.173	0.279	6.12	16.13	1.90	IMPA	A0A432MM10-N	KAKSI
Q02821_ALL	A0A432MM10_M	60	0.150	0.192	16.36	10.00	2.03	IMPA	A0A432MM10-M	DSSP
Q02821_ALL	P38968_C	27	0.063	0.075	2.93	11.11	2.30	IMPA	SEC31	KAKSI
Q02821_ALL	P48415_C	42	0.095	0.107	2.42	9.52	2.30	IMPA	SEC16	KAKSI
Q02821_ALL	P38164_C	37	0.067	0.075	5.17	8.11	2.10	IMPA	SEA4	KAKSI
Q02821_ALL	P53622_C	75	0.143	0.153	9.90	8.00	1.97	IMPA	COPA	DSSP
Q02821_ALL	P41811_C	55	0.158	0.270	12.70	14.55	2.15	IMPA	COPBP	KAKSI
Q02821_ALL	P40509_ALL	123	0.314	0.424	24.18	9.76	2.47	IMPA	COPE	KAKSI
Q02821_ALL	P41810_ALL	152	0.213	0.308	20.54	13.82	2.02	IMPA	COPB	KAKSI
Q02821_ALL	P32074_ALL	237	0.335	0.481	71.31	10.97	2.17	IMPA	COPY	KAKSI
Q02821_ALL	P34077_C	94	0.169	0.191	8.35	14.89	2.31	IMPA	NIC96	KAKSI
Q02821_ALL	P46673_ALL	35	0.058	0.072	2.12	5.71	1.50	IMPA	NUP85	DSSP
Q02821_ALL	P35729_C	66	0.128	0.134	6.60	6.06	2.25	IMPA	NUP120	KAKSI
Q02821_ALL	P49687_C	81	0.155	0.164	13.39	13.58	2.32	IMPA	NUP145	KAKSI
Q02821_ALL	P38181_C	60	0.092	0.123	6.66	10.00	2.19	IMPA	NUP170	DSSP
Q02821_ALL	P36161_C	54	0.094	0.110	7.86	9.26	2.58	IMPA	NUP133	DSSP
Q02821_ALL	P47054_ALL	236	0.220	0.479	89.02	10.17	1.95	IMPA	NUP192	KAKSI
Q02821_ALL	P52593_C	218	0.208	0.446	53.06	11.01	1.93	IMPA	NUP188	DSSP
Q02821_ALL	Q9UG01_C	74	0.092	0.151	16.18	9.46	2.39	IMPA	IFT172	DSSP
Q02821_ALL	Q9P2H3_C	32	0.095	0.176	2.31	15.62	1.50	IMPA	IFT180	DSSP
Q02821_ALL	Q96RY7_C	53	0.093	0.108	14.48	15.09	2.72	IMPA	IFT140	DSSP
Q02821_ALL	Q9HBG6_C	62	0.114	0.126	7.04	12.90	1.69	IMPA	IFT122	KAKSI
Q02821_ALL	Q8NEZ3_C	81	0.138	0.164	9.89	12.35	2.41	IMPA	WDR19	KAKSI
Q02821_ALL	Q9P2L0_C	84	0.169	0.170	9.87	9.52	2.38	IMPA	WDR35	KAKSI
Q02821_ALL	P38959_C	97	0.213	0.233	10.80	11.34	2.06	IMPA	VPS41	KAKSI
Q02821_ALL	Q07468_C	47	0.085	0.096	4.20	6.38	2.03	IMPA	VPS39	DSSP
Q02821_ALL	P27801_C	53	0.101	0.108	6.72	15.09	2.28	IMPA	VPS18	KAKSI
Q02821_ALL	P12868_C	104	0.181	0.211	17.19	14.42	2.13	IMPA	VPS11	KAKSI
Q02821_ALL	Q03308_C	75	0.153	0.153	5.97	9.33	1.91	IMPA	VPS16	DSSP
Q02821_ALL	P39702_C	106	0.163	0.215	13.12	8.49	2.19	IMPA	VPS8	KAKSI
Q02821_ALL	P23643_C	81	0.169	0.174	5.92	18.52	2.06	IMPA	VPS3	KAKSI
Q02821_ALL	P22137_C	98	0.113	0.199	12.12	12.24	2.35	IMPA	CHC	KAKSI
Q02821_ALL	P36000_ALL	205	0.392	0.419	60.22	17.56	1.90	IMPA	AP1B	DSSP
Q02821_ALL	Q12028_ALL	249	0.452	0.509	74.12	12.05	1.97	IMPA	AP1G	DSSP
Q02821_ALL	Q06142_ALL	209	0.311	0.424	43.23	13.88	2.23	IMPA	IMPB	KAKSI
Q02821_ALL	Q02821_ALL	493	1.000	1.000	234.00	100.00	0.00	IMPA	IMPA	KAKSI
P69905	A0A142YCA6_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	A0A142YCA6	KAKSI
P69905	F5YE54_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	F5YE54	KAKSI
P69905	A0A225E1Q9_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	A0A225E1Q9	KAKSI
P69905	L0DKB6_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	L0DKB6	KAKSI
P69905	Q10XQ9_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	Q10XQ9	KAKSI
P69905	A0A432MM10_N	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	A0A432MM10-N	KAKSI
P69905	A0A432MM10_M	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	A0A432MM10-M	KAKSI
P69905	P38968_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	SEC31	KAKSI
P69905	P48415_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	SEC16	KAKSI
P69905	P38164_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	SEA4	KAKSI
P69905	P53622_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	COPA	KAKSI
P69905	P41811_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	COPBP	KAKSI
P69905	P40509_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	COPE	KAKSI
P69905	P41810_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	COPB	KAKSI
P69905	P32074_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	COPY	KAKSI
P69905	P34077_C	29	0.078	0.216	2.16	0.00	1.60	HEMOGLOBIN-A	NIC96	DSSP
P69905	P46673_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	NUP85	KAKSI
P69905	P35729_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	NUP120	KAKSI
P69905	P49687_C	17	0.049	0.123	1.78	17.65	2.60	HEMOGLOBIN-A	NUP145	KAKSI
P69905	P38181_C	35	0.075	0.254	4.14	0.00	1.60	HEMOGLOBIN-A	NUP170	KAKSI
P69905	P36161_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	NUP133	KAKSI
P69905	P47054_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	NUP192	KAKSI
P69905	P52593_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	NUP188	KAKSI
P69905	Q9UG01_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IFT172	KAKSI
P69905	Q9P2H3_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IFT180	KAKSI
P69905	Q96RY7_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IFT140	KAKSI
P69905	Q9HBG6_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IFT122	KAKSI
P69905	Q8NEZ3_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	WDR19	KAKSI
P69905	Q9P2L0_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	WDR35	KAKSI
P69905	P38959_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS41	KAKSI
P69905	Q07468_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS39	KAKSI
P69905	P27801_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS18	KAKSI
P69905	P12868_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS11	KAKSI
P69905	Q03308_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS16	KAKSI
P69905	P39702_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS8	KAKSI
P69905	P23643_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	VPS3	KAKSI
P69905	P22137_C	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	CHC	KAKSI
P69905	P36000_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	AP1B	KAKSI
P69905	Q12028_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	AP1G	KAKSI
P69905	Q06142_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IMPB	KAKSI
P69905	Q02821_ALL	0	0.000	0.000	0.00	0.00	10.00	HEMOGLOBIN-A	IMPA	KAKSI
P69905	P69905	138	1.000	1.000	21.00	100.00	0.00	HEMOGLOBIN-A	HEMOGLOBIN-A	KAKSI
