qcode	tcode	eq	sr	so	bscore	seqi	rmsdp	qlabel	tlabel	ss
B9XCU2	Q12028	164	0.192	0.204	20.71	9.15	2.14	B9XCU2	AP1_gamma	DSSP
B9XCU2	Q06142	215	0.242	0.253	44.70	7.91	2.15	B9XCU2	importin_beta	KAKSI
B9XCU2	Q02821	137	0.193	0.278	21.88	17.52	1.95	B9XCU2	importin_alpha	KAKSI
B9XCU2	F5YE54	223	0.308	0.426	76.14	13.45	1.82	B9XCU2	F5YE54	KAKSI
B9XCU2	A0A142YCA6	188	0.234	0.276	65.48	10.64	2.19	B9XCU2	A0A142YCA6	KAKSI
B9XCU2	A0A432MM10	210	0.182	0.227	96.74	14.29	1.96	B9XCU2	A0A432MM10	KAKSI
B9XCU2	A0A225EB47	640	0.615	0.692	323.32	24.38	1.82	B9XCU2	A0A225EB47	KAKSI
B9XCU2	B9XCU2	925	1.000	1.000	504.00	100.00	0.00	B9XCU2	B9XCU2	KAKSI
A0A225E1Q9	P38968	233	0.196	0.201	74.24	6.87	1.97	A0A225E1Q9	SEC31	DSSP
A0A225E1Q9	Q04491	174	0.242	0.626	110.37	8.62	1.91	A0A225E1Q9	SEC13	DSSP
A0A225E1Q9	P48415	83	0.108	0.224	7.68	10.84	2.03	A0A225E1Q9	SEC16	KAKSI
A0A225E1Q9	P53622	227	0.196	0.198	115.31	10.13	1.96	A0A225E1Q9	A-COP	KAKSI
A0A225E1Q9	P41811	276	0.283	0.354	121.89	11.23	2.03	A0A225E1Q9	BP-COP	KAKSI
A0A225E1Q9	P40509	92	0.126	0.317	6.84	7.61	2.38	A0A225E1Q9	E-COP	KAKSI
A0A225E1Q9	P41810	211	0.201	0.227	37.47	12.80	2.27	A0A225E1Q9	B-COP	KAKSI
A0A225E1Q9	P32074	292	0.279	0.316	93.57	14.73	1.91	A0A225E1Q9	Y-COP	KAKSI
A0A225E1Q9	P34077	75	0.076	0.093	9.62	10.67	2.06	A0A225E1Q9	NIC96	KAKSI
A0A225E1Q9	P46673	93	0.100	0.134	20.55	8.60	1.96	A0A225E1Q9	NUP85	KAKSI
A0A225E1Q9	P35729	177	0.164	0.179	85.65	9.60	2.03	A0A225E1Q9	NUP120	KAKSI
A0A225E1Q9	P49687	155	0.148	0.167	17.04	9.68	2.27	A0A225E1Q9	NUP145	KAKSI
A0A225E1Q9	P38181	274	0.215	0.236	106.44	12.77	2.02	A0A225E1Q9	NUP170	DSSP
A0A225E1Q9	P36161	171	0.149	0.151	55.39	10.53	1.88	A0A225E1Q9	NUP133	DSSP
A0A225E1Q9	P47054	217	0.154	0.185	40.09	7.37	2.11	A0A225E1Q9	NUP192	KAKSI
A0A225E1Q9	P52593	162	0.117	0.138	29.26	7.41	1.94	A0A225E1Q9	NUP188	KAKSI
A0A225E1Q9	P53011	154	0.206	0.472	78.89	7.14	2.31	A0A225E1Q9	SEH1	KAKSI
A0A225E1Q9	P38164	218	0.203	0.225	126.21	9.17	2.23	A0A225E1Q9	SEA4	KAKSI
A0A225E1Q9	Q9UG01	341	0.238	0.291	138.07	13.20	2.32	A0A225E1Q9	IFT172	KAKSI
A0A225E1Q9	Q9P2H3	199	0.207	0.266	126.48	8.04	1.81	A0A225E1Q9	IFT180	KAKSI
A0A225E1Q9	Q96RY7	292	0.228	0.249	93.74	7.88	2.09	A0A225E1Q9	IFT140	KAKSI
A0A225E1Q9	Q9HBG6	325	0.274	0.277	110.25	8.92	2.25	A0A225E1Q9	IFT122	KAKSI
A0A225E1Q9	Q8NEZ3	312	0.253	0.266	100.47	8.33	2.02	A0A225E1Q9	WDR19	KAKSI
A0A225E1Q9	Q9P2L0	236	0.203	0.205	93.55	5.08	1.97	A0A225E1Q9	WDR35	KAKSI
A0A225E1Q9	P38959	223	0.230	0.291	103.47	8.07	2.10	A0A225E1Q9	VPS41	KAKSI
A0A225E1Q9	Q07468	213	0.196	0.212	101.20	6.57	1.98	A0A225E1Q9	VPS39	KAKSI
A0A225E1Q9	P27801	251	0.246	0.284	87.60	7.97	1.91	A0A225E1Q9	VPS18	DSSP
A0A225E1Q9	P12868	251	0.233	0.255	80.27	9.96	2.21	A0A225E1Q9	VPS11	KAKSI
A0A225E1Q9	Q03308	279	0.289	0.360	59.19	10.39	2.17	A0A225E1Q9	VPS16	DSSP
A0A225E1Q9	P39702	283	0.239	0.241	104.72	8.13	2.11	A0A225E1Q9	VPS8	KAKSI
A0A225E1Q9	P23643	166	0.169	0.207	57.63	7.83	2.22	A0A225E1Q9	VPS3	DSSP
A0A225E1Q9	P22137	308	0.227	0.263	117.76	12.34	2.25	A0A225E1Q9	CHC	KAKSI
A0A225E1Q9	P36000	270	0.288	0.384	77.81	15.93	1.92	A0A225E1Q9	AP1_beta	KAKSI
A0A225E1Q9	Q12028	267	0.268	0.325	48.02	13.11	1.97	A0A225E1Q9	AP1_gamma	KAKSI
A0A225E1Q9	Q06142	254	0.251	0.298	53.42	17.32	2.01	A0A225E1Q9	importin_beta	KAKSI
A0A225E1Q9	Q02821	167	0.203	0.342	32.50	19.76	1.85	A0A225E1Q9	importin_alpha	DSSP
A0A225E1Q9	F5YE54	263	0.310	0.502	95.83	14.83	1.92	A0A225E1Q9	F5YE54	KAKSI
A0A225E1Q9	A0A142YCA6	204	0.221	0.297	61.27	13.24	2.08	A0A225E1Q9	A0A142YCA6	DSSP
A0A225E1Q9	A0A432MM10	226	0.177	0.193	102.01	13.72	2.14	A0A225E1Q9	A0A432MM10	KAKSI
A0A225E1Q9	A0A225EB47	710	0.610	0.614	375.52	27.32	1.61	A0A225E1Q9	A0A225EB47	KAKSI
A0A225E1Q9	B9XCU2	611	0.591	0.674	254.13	28.48	1.77	A0A225E1Q9	B9XCU2	DSSP
A0A225E1Q9	A0A225E1Q9	1172	1.000	1.000	702.00	100.00	0.00	A0A225E1Q9	A0A225E1Q9	KAKSI
A0A1U7CV43	P38968	208	0.186	0.204	78.84	9.62	2.08	A0A1U7CV43	SEC31	DSSP
A0A1U7CV43	Q04491	174	0.270	0.630	123.89	8.05	2.04	A0A1U7CV43	SEC13	KAKSI
A0A1U7CV43	P48415	104	0.150	0.280	11.66	11.54	2.18	A0A1U7CV43	SEC16	KAKSI
A0A1U7CV43	P53622	210	0.195	0.208	103.68	10.48	2.04	A0A1U7CV43	A-COP	KAKSI
A0A1U7CV43	P41811	215	0.241	0.280	48.28	10.70	2.02	A0A1U7CV43	BP-COP	DSSP
A0A1U7CV43	P40509	97	0.149	0.334	22.20	9.28	2.02	A0A1U7CV43	E-COP	KAKSI
A0A1U7CV43	P41810	216	0.223	0.234	32.70	10.65	2.23	A0A1U7CV43	B-COP	DSSP
A0A1U7CV43	P32074	217	0.225	0.237	74.54	13.82	1.96	A0A1U7CV43	Y-COP	DSSP
A0A1U7CV43	P34077	92	0.101	0.115	10.39	10.87	1.88	A0A1U7CV43	NIC96	DSSP
A0A1U7CV43	P46673	126	0.148	0.182	18.05	9.52	2.12	A0A1U7CV43	NUP85	KAKSI
A0A1U7CV43	P35729	184	0.184	0.186	112.37	8.15	2.11	A0A1U7CV43	NUP120	KAKSI
A0A1U7CV43	P49687	115	0.119	0.124	17.72	8.70	2.38	A0A1U7CV43	NUP145	KAKSI
A0A1U7CV43	P38181	223	0.188	0.220	106.12	9.87	2.12	A0A1U7CV43	NUP170	KAKSI
A0A1U7CV43	P36161	216	0.201	0.212	68.77	10.19	2.07	A0A1U7CV43	NUP133	DSSP
A0A1U7CV43	P47054	190	0.143	0.188	43.91	10.00	2.16	A0A1U7CV43	NUP192	KAKSI
A0A1U7CV43	P52593	108	0.083	0.107	12.84	9.26	2.20	A0A1U7CV43	NUP188	KAKSI
A0A1U7CV43	P53011	174	0.260	0.534	126.62	12.64	2.04	A0A1U7CV43	SEH1	KAKSI
A0A1U7CV43	P38164	208	0.210	0.214	99.60	11.06	2.20	A0A1U7CV43	SEA4	KAKSI
A0A1U7CV43	Q9UG01	291	0.215	0.286	115.85	7.56	2.18	A0A1U7CV43	IFT172	DSSP
A0A1U7CV43	Q9P2H3	219	0.249	0.296	102.73	7.76	2.26	A0A1U7CV43	IFT180	DSSP
A0A1U7CV43	Q96RY7	352	0.294	0.348	124.60	11.93	1.95	A0A1U7CV43	IFT140	KAKSI
A0A1U7CV43	Q9HBG6	344	0.312	0.340	122.61	11.34	2.03	A0A1U7CV43	IFT122	KAKSI
A0A1U7CV43	Q8NEZ3	320	0.277	0.314	88.86	8.12	1.99	A0A1U7CV43	WDR19	DSSP
A0A1U7CV43	Q9P2L0	241	0.223	0.238	107.99	10.79	1.97	A0A1U7CV43	WDR35	KAKSI
A0A1U7CV43	P38959	248	0.279	0.323	118.22	11.29	1.95	A0A1U7CV43	VPS41	KAKSI
A0A1U7CV43	Q07468	231	0.228	0.229	86.71	9.09	2.16	A0A1U7CV43	VPS39	DSSP
A0A1U7CV43	P27801	256	0.272	0.293	85.35	13.28	2.16	A0A1U7CV43	VPS18	KAKSI
A0A1U7CV43	P12868	253	0.253	0.257	70.89	11.86	1.96	A0A1U7CV43	VPS11	KAKSI
A0A1U7CV43	Q03308	240	0.268	0.310	64.31	7.08	2.28	A0A1U7CV43	VPS16	DSSP
A0A1U7CV43	P39702	251	0.227	0.247	111.36	7.97	2.32	A0A1U7CV43	VPS8	DSSP
A0A1U7CV43	P23643	239	0.261	0.292	92.71	9.62	2.10	A0A1U7CV43	VPS3	KAKSI
A0A1U7CV43	P22137	256	0.200	0.253	103.41	9.77	2.20	A0A1U7CV43	CHC	KAKSI
A0A1U7CV43	P36000	225	0.262	0.320	42.27	15.11	1.98	A0A1U7CV43	AP1_beta	KAKSI
A0A1U7CV43	Q12028	255	0.278	0.311	39.48	11.76	1.92	A0A1U7CV43	AP1_gamma	KAKSI
A0A1U7CV43	Q06142	180	0.193	0.212	62.36	9.44	2.20	A0A1U7CV43	importin_beta	KAKSI
A0A1U7CV43	Q02821	163	0.217	0.331	36.04	17.79	1.54	A0A1U7CV43	importin_alpha	KAKSI
A0A1U7CV43	F5YE54	249	0.324	0.475	77.56	16.87	1.78	A0A1U7CV43	F5YE54	KAKSI
A0A1U7CV43	A0A142YCA6	204	0.239	0.297	83.66	13.24	1.91	A0A1U7CV43	A0A142YCA6	DSSP
A0A1U7CV43	A0A432MM10	172	0.144	0.170	91.43	10.47	1.94	A0A1U7CV43	A0A432MM10	KAKSI
A0A1U7CV43	A0A225EB47	669	0.619	0.657	231.50	30.64	1.56	A0A1U7CV43	A0A225EB47	DSSP
A0A1U7CV43	B9XCU2	594	0.613	0.642	282.34	28.28	1.62	A0A1U7CV43	B9XCU2	KAKSI
A0A1U7CV43	A0A225E1Q9	610	0.559	0.603	335.02	28.36	1.73	A0A1U7CV43	A0A225E1Q9	KAKSI
A0A1U7CV43	A0A1U7CV43	1018	1.000	1.000	630.00	100.00	0.00	A0A1U7CV43	A0A1U7CV43	DSSP
A0A368KJ79	P38968	247	0.201	0.204	133.68	8.50	2.06	A0A368KJ79	SEC31	KAKSI
A0A368KJ79	Q04491	178	0.237	0.640	120.47	7.87	2.13	A0A368KJ79	SEC13	DSSP
A0A368KJ79	P48415	92	0.115	0.249	7.10	6.52	1.87	A0A368KJ79	SEC16	DSSP
A0A368KJ79	P53622	254	0.215	0.221	96.50	10.63	2.05	A0A368KJ79	A-COP	KAKSI
A0A368KJ79	P41811	220	0.221	0.286	118.28	12.73	1.86	A0A368KJ79	BP-COP	DSSP
A0A368KJ79	P40509	111	0.147	0.388	20.92	9.01	2.19	A0A368KJ79	E-COP	DSSP
A0A368KJ79	P41810	227	0.211	0.246	29.92	9.69	2.13	A0A368KJ79	B-COP	DSSP
A0A368KJ79	P32074	234	0.219	0.256	69.22	11.97	1.97	A0A368KJ79	Y-COP	DSSP
A0A368KJ79	P34077	56	0.055	0.069	7.62	12.50	2.49	A0A368KJ79	NIC96	KAKSI
A0A368KJ79	P46673	83	0.087	0.120	14.15	14.46	2.02	A0A368KJ79	NUP85	KAKSI
A0A368KJ79	P35729	219	0.196	0.216	89.84	6.39	1.89	A0A368KJ79	NUP120	DSSP
A0A368KJ79	P49687	105	0.099	0.116	14.76	8.57	2.07	A0A368KJ79	NUP145	DSSP
A0A368KJ79	P38181	255	0.195	0.208	109.45	10.98	1.88	A0A368KJ79	NUP170	DSSP
A0A368KJ79	P36161	275	0.234	0.243	110.03	7.64	1.85	A0A368KJ79	NUP133	DSSP
A0A368KJ79	P47054	176	0.123	0.145	36.40	7.95	2.18	A0A368KJ79	NUP192	KAKSI
A0A368KJ79	P52593	157	0.112	0.130	15.70	3.82	2.14	A0A368KJ79	NUP188	KAKSI
A0A368KJ79	P53011	178	0.229	0.539	125.89	10.11	2.31	A0A368KJ79	SEH1	DSSP
A0A368KJ79	P38164	179	0.162	0.180	126.50	11.17	2.02	A0A368KJ79	SEA4	DSSP
A0A368KJ79	Q9UG01	239	0.164	0.197	123.38	9.62	2.16	A0A368KJ79	IFT172	KAKSI
A0A368KJ79	Q9P2H3	240	0.244	0.324	122.43	9.58	1.93	A0A368KJ79	IFT180	DSSP
A0A368KJ79	Q96RY7	264	0.203	0.216	117.76	9.47	2.08	A0A368KJ79	IFT140	DSSP
A0A368KJ79	Q9HBG6	279	0.232	0.233	126.60	6.81	2.08	A0A368KJ79	IFT122	KAKSI
A0A368KJ79	Q8NEZ3	308	0.246	0.254	68.14	5.19	2.22	A0A368KJ79	WDR19	KAKSI
A0A368KJ79	Q9P2L0	266	0.225	0.231	126.76	10.15	2.19	A0A368KJ79	WDR35	KAKSI
A0A368KJ79	P38959	271	0.274	0.353	96.62	10.70	2.07	A0A368KJ79	VPS41	KAKSI
A0A368KJ79	Q07468	209	0.187	0.207	119.82	11.00	2.19	A0A368KJ79	VPS39	DSSP
A0A368KJ79	P27801	268	0.254	0.303	122.27	8.21	2.06	A0A368KJ79	VPS18	DSSP
A0A368KJ79	P12868	252	0.229	0.256	113.85	9.92	2.30	A0A368KJ79	VPS11	KAKSI
A0A368KJ79	Q03308	238	0.238	0.307	119.70	10.92	1.88	A0A368KJ79	VPS16	DSSP
A0A368KJ79	P39702	240	0.200	0.201	132.27	12.08	2.07	A0A368KJ79	VPS8	KAKSI
A0A368KJ79	P23643	208	0.205	0.259	79.91	11.06	2.29	A0A368KJ79	VPS3	DSSP
A0A368KJ79	P22137	261	0.187	0.213	93.43	6.51	2.13	A0A368KJ79	CHC	DSSP
A0A368KJ79	P36000	245	0.253	0.345	35.88	12.24	1.88	A0A368KJ79	AP1_beta	DSSP
A0A368KJ79	Q12028	196	0.193	0.244	35.83	9.69	2.18	A0A368KJ79	AP1_gamma	DSSP
A0A368KJ79	Q06142	245	0.238	0.288	35.15	10.20	2.10	A0A368KJ79	importin_beta	KAKSI
A0A368KJ79	Q02821	133	0.156	0.270	39.32	9.77	2.35	A0A368KJ79	importin_alpha	KAKSI
A0A368KJ79	F5YE54	216	0.249	0.412	110.81	13.89	2.23	A0A368KJ79	F5YE54	KAKSI
A0A368KJ79	A0A142YCA6	243	0.257	0.357	101.69	12.35	2.07	A0A368KJ79	A0A142YCA6	KAKSI
A0A368KJ79	A0A432MM10	167	0.129	0.138	83.66	15.57	2.32	A0A368KJ79	A0A432MM10	KAKSI
A0A368KJ79	A0A225EB47	629	0.531	0.544	277.25	24.48	1.67	A0A368KJ79	A0A225EB47	KAKSI
A0A368KJ79	B9XCU2	536	0.503	0.591	201.59	20.34	1.62	A0A368KJ79	B9XCU2	DSSP
A0A368KJ79	A0A225E1Q9	644	0.540	0.549	280.98	23.60	1.86	A0A368KJ79	A0A225E1Q9	KAKSI
A0A368KJ79	A0A1U7CV43	512	0.460	0.506	220.95	23.24	1.63	A0A368KJ79	A0A1U7CV43	KAKSI
A0A368KJ79	A0A368KJ79	1224	1.000	1.000	666.00	100.00	0.00	A0A368KJ79	A0A368KJ79	DSSP
L0DKB6	P38968	236	0.163	0.189	122.60	8.47	2.14	L0DKB6	SEC31	KAKSI
L0DKB6	Q04491	178	0.186	0.645	119.00	6.74	2.09	L0DKB6	SEC13	KAKSI
L0DKB6	P48415	50	0.050	0.135	6.29	10.00	2.11	L0DKB6	SEC16	KAKSI
L0DKB6	P53622	286	0.212	0.260	168.30	8.74	2.42	L0DKB6	A-COP	DSSP
L0DKB6	P41811	283	0.234	0.363	132.96	11.31	2.19	L0DKB6	BP-COP	KAKSI
L0DKB6	P40509	112	0.119	0.392	14.40	8.04	2.05	L0DKB6	E-COP	DSSP
L0DKB6	P41810	232	0.180	0.249	38.44	10.78	2.08	L0DKB6	B-COP	KAKSI
L0DKB6	P32074	231	0.184	0.253	50.72	12.12	1.96	L0DKB6	Y-COP	DSSP
L0DKB6	P34077	77	0.063	0.095	9.53	9.09	2.21	L0DKB6	NIC96	KAKSI
L0DKB6	P46673	70	0.060	0.098	8.81	12.86	2.06	L0DKB6	NUP85	DSSP
L0DKB6	P35729	185	0.141	0.183	115.27	7.03	2.27	L0DKB6	NUP120	DSSP
L0DKB6	P49687	30	0.024	0.033	12.63	6.67	2.28	L0DKB6	NUP145	DSSP
L0DKB6	P38181	206	0.138	0.149	109.62	9.22	2.25	L0DKB6	NUP170	DSSP
L0DKB6	P36161	232	0.167	0.204	79.93	9.91	1.96	L0DKB6	NUP133	KAKSI
L0DKB6	P47054	99	0.062	0.062	13.12	14.14	2.05	L0DKB6	NUP192	DSSP
L0DKB6	P52593	129	0.080	0.080	27.90	14.73	2.24	L0DKB6	NUP188	DSSP
L0DKB6	P53011	173	0.176	0.531	123.58	6.94	2.15	L0DKB6	SEH1	KAKSI
L0DKB6	P38164	188	0.144	0.194	86.46	8.51	2.25	L0DKB6	SEA4	KAKSI
L0DKB6	Q9UG01	235	0.141	0.143	80.19	8.94	2.09	L0DKB6	IFT172	KAKSI
L0DKB6	Q9P2H3	268	0.224	0.358	101.44	8.58	2.09	L0DKB6	IFT180	KAKSI
L0DKB6	Q96RY7	338	0.223	0.244	165.21	8.28	2.15	L0DKB6	IFT140	KAKSI
L0DKB6	Q9HBG6	310	0.218	0.259	102.12	10.97	2.19	L0DKB6	IFT122	KAKSI
L0DKB6	Q8NEZ3	282	0.195	0.218	150.98	12.41	2.26	L0DKB6	WDR19	DSSP
L0DKB6	Q9P2L0	311	0.223	0.270	84.97	6.43	2.14	L0DKB6	WDR35	KAKSI
L0DKB6	P38959	246	0.206	0.313	116.83	4.88	2.18	L0DKB6	VPS41	DSSP
L0DKB6	Q07468	220	0.169	0.218	72.14	10.00	2.12	L0DKB6	VPS39	DSSP
L0DKB6	P27801	253	0.203	0.286	101.39	7.91	2.18	L0DKB6	VPS18	DSSP
L0DKB6	P12868	258	0.202	0.270	108.09	10.47	2.03	L0DKB6	VPS11	DSSP
L0DKB6	Q03308	192	0.162	0.248	91.42	6.77	2.26	L0DKB6	VPS16	DSSP
L0DKB6	P39702	270	0.193	0.227	113.47	8.89	2.07	L0DKB6	VPS8	DSSP
L0DKB6	P23643	214	0.178	0.267	99.22	9.35	2.19	L0DKB6	VPS3	DSSP
L0DKB6	P22137	223	0.141	0.142	82.74	11.21	1.97	L0DKB6	CHC	DSSP
L0DKB6	P36000	189	0.161	0.268	36.63	16.93	1.97	L0DKB6	AP1_beta	KAKSI
L0DKB6	Q12028	230	0.191	0.286	42.09	12.17	1.88	L0DKB6	AP1_gamma	DSSP
L0DKB6	Q06142	208	0.167	0.244	48.65	15.87	2.30	L0DKB6	importin_beta	KAKSI
L0DKB6	Q02821	143	0.134	0.290	12.51	14.69	1.87	L0DKB6	importin_alpha	KAKSI
L0DKB6	F5YE54	253	0.234	0.483	97.91	12.25	2.03	L0DKB6	F5YE54	KAKSI
L0DKB6	A0A142YCA6	239	0.206	0.351	116.55	14.23	2.16	L0DKB6	A0A142YCA6	KAKSI
L0DKB6	A0A432MM10	185	0.124	0.135	126.17	9.19	2.03	L0DKB6	A0A432MM10	DSSP
L0DKB6	A0A225EB47	700	0.500	0.606	313.16	27.29	1.78	L0DKB6	A0A225EB47	KAKSI
L0DKB6	B9XCU2	671	0.535	0.740	354.83	33.53	1.50	L0DKB6	B9XCU2	DSSP
L0DKB6	A0A225E1Q9	545	0.387	0.465	245.28	29.91	1.81	L0DKB6	A0A225E1Q9	KAKSI
L0DKB6	A0A1U7CV43	508	0.388	0.499	223.40	31.69	1.70	L0DKB6	A0A1U7CV43	DSSP
L0DKB6	A0A368KJ79	448	0.317	0.366	194.58	23.88	1.92	L0DKB6	A0A368KJ79	DSSP
L0DKB6	L0DKB6	1643	1.000	1.000	999.00	100.00	0.00	L0DKB6	L0DKB6	KAKSI
Q10XQ9	P38968	242	0.174	0.194	165.61	19.83	1.80	Q10XQ9	SEC31	KAKSI
Q10XQ9	Q04491	212	0.234	0.768	133.85	27.83	1.18	Q10XQ9	SEC13	KAKSI
Q10XQ9	P48415	73	0.077	0.197	5.76	10.96	1.68	Q10XQ9	SEC16	KAKSI
Q10XQ9	P53622	326	0.243	0.284	169.90	23.62	1.70	Q10XQ9	A-COP	KAKSI
Q10XQ9	P41811	301	0.260	0.386	175.31	21.59	1.70	Q10XQ9	BP-COP	KAKSI
Q10XQ9	P40509	113	0.124	0.390	7.12	6.19	2.02	Q10XQ9	E-COP	KAKSI
Q10XQ9	P41810	90	0.073	0.097	18.22	4.44	1.68	Q10XQ9	B-COP	KAKSI
Q10XQ9	P32074	101	0.082	0.109	14.08	9.90	2.20	Q10XQ9	Y-COP	KAKSI
Q10XQ9	P34077	72	0.061	0.090	5.92	4.17	1.85	Q10XQ9	NIC96	DSSP
Q10XQ9	P46673	96	0.086	0.138	7.34	9.38	1.86	Q10XQ9	NUP85	KAKSI
Q10XQ9	P35729	198	0.157	0.200	118.98	6.57	1.87	Q10XQ9	NUP120	KAKSI
Q10XQ9	P49687	74	0.060	0.082	13.46	5.41	2.51	Q10XQ9	NUP145	DSSP
Q10XQ9	P38181	246	0.170	0.180	134.79	6.50	2.06	Q10XQ9	NUP170	KAKSI
Q10XQ9	P36161	236	0.177	0.208	118.19	9.32	1.99	Q10XQ9	NUP133	KAKSI
Q10XQ9	P47054	66	0.042	0.043	6.54	9.09	2.10	Q10XQ9	NUP192	DSSP
Q10XQ9	P52593	17	0.011	0.011	2.16	11.76	2.50	Q10XQ9	NUP188	DSSP
Q10XQ9	P53011	212	0.226	0.642	113.00	24.06	1.17	Q10XQ9	SEH1	DSSP
Q10XQ9	P38164	231	0.182	0.233	102.57	9.52	1.86	Q10XQ9	SEA4	DSSP
Q10XQ9	Q9UG01	291	0.180	0.188	118.45	16.15	1.63	Q10XQ9	IFT172	DSSP
Q10XQ9	Q9P2H3	239	0.209	0.323	125.36	24.27	1.62	Q10XQ9	IFT180	DSSP
Q10XQ9	Q96RY7	360	0.246	0.260	159.96	13.06	1.97	Q10XQ9	IFT140	KAKSI
Q10XQ9	Q9HBG6	311	0.228	0.260	151.55	14.15	1.65	Q10XQ9	IFT122	KAKSI
Q10XQ9	Q8NEZ3	295	0.208	0.228	178.98	12.20	1.70	Q10XQ9	WDR19	KAKSI
Q10XQ9	Q9P2L0	301	0.224	0.262	121.65	10.96	1.86	Q10XQ9	WDR35	KAKSI
Q10XQ9	P38959	272	0.236	0.355	105.43	10.66	1.94	Q10XQ9	VPS41	KAKSI
Q10XQ9	Q07468	226	0.177	0.224	97.08	11.06	1.92	Q10XQ9	VPS39	DSSP
Q10XQ9	P27801	212	0.175	0.240	57.13	10.85	2.02	Q10XQ9	VPS18	DSSP
Q10XQ9	P12868	199	0.159	0.208	115.51	12.06	1.81	Q10XQ9	VPS11	DSSP
Q10XQ9	Q03308	222	0.191	0.287	122.82	11.71	2.22	Q10XQ9	VPS16	DSSP
Q10XQ9	P39702	234	0.171	0.196	122.76	11.11	1.83	Q10XQ9	VPS8	KAKSI
Q10XQ9	P23643	223	0.189	0.273	126.79	12.56	2.12	Q10XQ9	VPS3	KAKSI
Q10XQ9	P22137	181	0.116	0.117	54.74	12.71	2.00	Q10XQ9	CHC	DSSP
Q10XQ9	P36000	104	0.092	0.146	13.07	3.85	2.38	Q10XQ9	AP1_beta	DSSP
Q10XQ9	Q12028	100	0.085	0.122	8.53	11.00	2.25	Q10XQ9	AP1_gamma	KAKSI
Q10XQ9	Q06142	80	0.067	0.094	6.28	7.50	2.35	Q10XQ9	importin_beta	KAKSI
Q10XQ9	Q02821	80	0.079	0.162	14.00	10.00	2.25	Q10XQ9	importin_alpha	KAKSI
Q10XQ9	F5YE54	235	0.228	0.448	145.14	14.04	1.97	Q10XQ9	F5YE54	KAKSI
Q10XQ9	A0A142YCA6	303	0.273	0.446	146.39	25.08	1.70	Q10XQ9	A0A142YCA6	KAKSI
Q10XQ9	A0A432MM10	355	0.243	0.258	160.34	12.11	2.17	Q10XQ9	A0A432MM10	DSSP
Q10XQ9	A0A225EB47	186	0.138	0.161	95.68	12.37	1.97	Q10XQ9	A0A225EB47	KAKSI
Q10XQ9	B9XCU2	168	0.137	0.185	86.67	11.31	1.92	Q10XQ9	B9XCU2	DSSP
Q10XQ9	A0A225E1Q9	187	0.138	0.160	101.82	12.30	1.94	Q10XQ9	A0A225E1Q9	KAKSI
Q10XQ9	A0A1U7CV43	202	0.158	0.200	96.47	11.88	1.97	Q10XQ9	A0A1U7CV43	KAKSI
Q10XQ9	A0A368KJ79	219	0.159	0.181	106.09	12.79	2.00	Q10XQ9	A0A368KJ79	KAKSI
Q10XQ9	L0DKB6	256	0.161	0.167	113.08	8.20	1.89	Q10XQ9	L0DKB6	KAKSI
Q10XQ9	Q10XQ9	1545	1.000	1.000	873.00	100.00	0.00	Q10XQ9	Q10XQ9	DSSP
